ENR	CNR	ADDR	E_YEAR	E_DESCR
531	41	BGKF	1993	Tubers originating from 1992 botanical seed multiplication in Braunschweig.
532	41	BGKF	1994	Tubers originating from 1993 botanical seed multiplication in Braunschweig.
535	41	MPIKOL	1969	Data from the publication: Ross & Huijsman (1969). TAG 39:113-122. (on resistance to potato cyst nematodes)
538	41	SVP	1973	Screening for cyst nematode resistance by SVP (data received in 1977)
533	41	INRALA	1995	Data from the publication: Rousselle-Bourgeois & Priou (1995). Potato Res.38:111-118. (on resistance to softrot [Erwinia carotovora var. atroseptica])
459	41	SVP	1985	Field trial in Renkum on 16 plantlets / accession (no replications) from true seed. Scores adapted to weighted mean by multiplication with 0.6
534	41	INRALA	1995	Data from the publication: Rousselle-Bourgeois & Mugniery (1995). Potato Res.38:241-249. (on resistance to Globodera rostochiensis Ro1 & G. pallida Pa2/3)
539	41	SVP	1974	Screening for cyst nematode resistance by SVP (data received in 1977)
541	41	SVP	1976	Screening for cyst nematode resistance by SVP.
543	41	MPIKOL	1977	Screening for cyst nematode resistance by MPI.
544	41	BBANM	1979	Screening for Ro5 cyst nematode resistance by the BAA-Muenster.
545	41	BBANM	1980	Screening for Ro5 cyst nematode resistance by the BAA-Muenster.
546	41	BBANM	1981	Screening for Pa2 cyst nematode resistance by the BAA-Muenster.
547	41	BBANM	1982	Screening for Pa2 cyst nematode resistance by the BAA-Muenster.
548	41	BBANM	1983	Screening for Ro5 cyst nematode resistance by the BAA-Muenster.
549	41	BBANM	1984	Screening for Pa2 cyst nematode resistance by the BAA-Muenster.
550	41	BBANM	1985	Screening for Pa2 cyst nematode resistance by the BAA-Muenster.
551	41	BBANM	1988	Screening for Pa2 cyst nematode resistance by the BAA-Muenster.
552	41	BBANM	1989	Screening for Pa2 cyst nematode resistance by the BAA-Muenster.
553	41	SVP	1981	Screening for Pa3 cyst nematode resistance by SVP.
554	41	SVP	1982	Screening for Pa3 cyst nematode resistance by SVP.
555	41	SVP	1983	Screening for Pa3 cyst nematode resistance by SVP.
556	41	SVP	1984	Screening for Pa3 cyst nematode resistance by SVP.
557	41	SVP	1985	Screening for Pa2,3 mixture cyst nematode resistance by SVP.
558	41	SVP	1985	Screening for Ro1,2,3,4,5 mixture cyst nematode resistance by SVP.
559	41	CGN	1997	Screening for Pa3 cyst nematode resistance by CGN.
560	41	CGN	1998	Screening for Pa3 cyst nematode resistance by CGN.
536	41	SVP	1967	Screening for cyst nematode resistance by SVP.
542	41	SVP	1977	Screening for cyst nematode resistance by SVP.
540	41	SVP	1976	Screening for cyst nematode resistance by SVP (data of older results received in 1976)
561	41	IKZBOE	1984	Screening for Pa3 cyst nematode resistance in Boehlendorf, DDR.
537	41	SVP	1971	Screening for cyst nematode resistance by SVP (data received in 1977)
562	41	FALPG	1992	Data from the publication: Schittenhelm & Menge-Hartmann (1992). Landbauforschung Voelkenrode 42:117-126. (on starch & amylose content in tubers of tuber-bearing Solanum species).
458	41	SVP	1984	Field trial in Renkum on 24 plantlets / accession (no replications) from true seed. Scores adapted to weighted mean by multiplication with 0.77
563	41	CGN	2002	Observations on tubers from the greenhouse in 2000.
564	3	WIERSU	2000	Multiplication in Dronten. Soil:clay, sowing date 10/04/00, plots 2 m2, 50 kg seeds/ha, row distance 8 cm
565	3	PROCOT	2000	Multiplication near St. Jansteen.Soil:clay,sowing date 20/04/00, plots 3 m2 or less, depending on available seedquantity, row distance 9 cm
623	7	CORDEC	2002	Evaluation of Brassica carinata seed composition: protein, oil, acid detergent fiber, total glucosinolate and individual fatty acid; all analysed by Near Infrared Reflectance Spectroscopy (NIRS). (RESGEN CT99 109-112)
624	7	CORDEC	2003	Evaluation of Brassica carinata seed composition: protein, oil, acid detergent fiber, total glucosinolate and individual fatty acid; all analysed by Near Infrared Reflectance Spectroscopy (NIRS). (RESGEN CT99 109-112)
626	7	JUSTUS	2001	Susceptibility of Brassica napus to several pests in Field Research Station in Rauischholzhausen, Germany. (RESGEN CT99 109-112)
627	7	NGB	2002	Susceptibility of Brassica napus to Clubroot. (RESGEN CT99 109-112)
628	7	PLANTM	2001	Resistance to Xanthomonas campestris in Brassica oleracea inoculated in the greenhouse. (RESGEN CT99 109-112)
629	7	PLANTM	2001	Resistance to Mycosphaerella brassicicola (some accessions tested in 2002) in Brassica oleracea, natural infection in the field. (RESGEN CT99 109-112)
630	7	INRARE	2002	Resistance to Plasmodiophora brassicae in Brassica oleracea, combined results of 2001, 2002 and 2003. (RESGEN CT99 109-112)
631	7	CATANI	2002	Salt tolerance (4 g/l NaCl) of Brassica oleracea, combined results of 2001, 2002 and 2003. (RESGEN CT99 109-112)
632	7	CGN	2002	Characterisation white and red cabbage, Nergena, Wageningen. Sowing date: 5 March, planting date: 25 April, plant distance: 65 x 65 cm.
633	7	CGN	2002	Characterisation savoy cabbage, Nergena, Wageningen. Sowing date: 23 May, planting date: 21 June, plant distance: 60 x 60 cm.
625	7	NORPFL	2001	Evaluation of Brassica napus seed composition: oil, protein, glucosinolates and quality, Fatty acid composition of seed oil triacylglycerols, mean of two replicates. (RESGEN CT99 109-112).
634	7	CGN	2002	Characterisation cauliflower, Nergena, Wageningen. Sowing date: 23 May, planting date: 21 June, plant distance: 70 x 60 cm.
635	7	CGN	2002	Characterisation borecole (sowing date: 20 June, planting date: 22 July, 65 x 50 cm) and kale (sowing date: 5 March, planting date: 25 April, 65 x 65 cm), Nergena, Wageningen.
636	7	CGN	2002	Characterisation brussels sprouts, Nergena, Wageningen. Sowing date: 20 June, planting date: 22 July, plant distance: 65 x 50 cm.
637	7	CGN	2002	Characterisation kohlrabi, Nergena, Wageningen. Sowing date: 17 April, planting date: 14 May, plant distance: 40 x 30 cm.
638	7	CGN	2002	Characterisation broccoli, Nergena, Wageningen. Sowing date: 20 June, planting date: 22 July, plant distance: 45 x 50 cm.
639	2	BOREAL	2002	Pyrenophora teres (net blotch) in barley. Natural infection in the field, three plot replications in Finland.
640	2	NAGREF	2000	Evaluation (average of two scorings) and characterisation of barley in Greece.
641	2	CGN	2002	Characterisation of spring barley, sowing date: 4 April, De Born, Wageningen
642	1	CGN	2002	Characterisation of spring wheat, sowing date: 4 April, De Born, Wageningen.
643	2	CGN	2003	Evaluation (mildew 13 June) and characterisation of winter barley, sowing date: 19 November 2002,  De Born, Wageningen
644	1	CGN	2003	Evaluation (mildew 13 June) and Characterisation of winter wheat, sowing date: 19 November 2002,  De Born, Wageningen.
645	2	GEMBLO	2000	Barley Yellow Dwarf Virus tolerance: Percentage of infection calculated from the area under the disease progression curve, scoring date 2/1/2001 in Gembloux (EU Barley project CT98-104).
646	2	GEMBLO	2000	Evaluation of virus resistence after infection: Percentage of infection calculated from the area under the disease progression curve, scoring date 2/1/2001 in Marneffe (EU Barley project CT98-104).
647	2	GEMBLO	2000	Evaluation of virus resistence after infection: Percentage of infection calculated from the area under the disease progression curve, scoring date 2/1/2001 in Gembloux (EU Barley project CT98-104).
648	1	CEBELY	2000	Characterisation and evaluation of wheat on clay soil, seeds were sown in 2 rows in Lelystad.
649	1	ZELDER	2000	Characterisation and Evaluation of wheat on loamy soil, with a 20% clay fraction; seeds were sown on 27-10-1999 in 2 rows in Ottersum.
650	1	WIERSU	2000	Characterisation and evaluation of wheat on clay soil, seeds were sown in 3 rows in Dronten.
651	1	SEMUND	2000	Characterisation and evaluation of wheat, seeds were sown in 6 rows in Veenhuizen.
652	1	CEBELY	2001	Characterisation and evaluation of wheat on clay soil in Lelystad
653	1	ZELDER	2001	Characterisation and evaluation of wheat on loamy soil, with a 20% clay fraction, in Ottersum.
654	1	WIERSU	2001	Characterisation and evaluation of wheat on clay soil in Dronten.
655	1	SEMUND	2001	Characterisation and evaluation of wheat in Veenhuizen.
656	1	CEBELY	2002	Characterisation and evaluation of wheat on clay soil, seeds were sown in 3 rows in Lelystad.
657	1	ZELDER	2002	Characterisation andevaluation of wheat on loamy soil with a 20% clay fraction, seeds were sown in 2 rows in Ottersum.
658	1	WIERSU	2002	Characterisation and evaluation of wheat on clay soil, seeds were sown in 3 rows in Dronten.
659	1	ZELDER	2003	Characterisation and evaluation of wheat on loamy soil with a 20% clay fraction, seeds were sown on 22-11-2002 in 2 rows in Ottersum.
660	6	CGN	2004	Lettuce multiplication in glasshouse. Vernalisation date for wild species 17-2. sowing date cultivars 30-3. planting date 3-5. planting distance 30x30. 8 plants per acc.
661	6	CGN	2001	Lettuce multiplication in glasshouse. Vernalisation date for wild species 23-2. sowingdate cultivars 6/4. planting date 3-5. planting distance 30x30. 2x8 plants per acc.
662	6	CGN	2000	Lettuce multiplication in glasshouse. Vernalisation date for wild species 2-3. sowingdate cultivars 6/4. planting date 13-5. planting distance 30x30. 8 plants per acc.
663	6	CGN	1999	Lettuce multiplication in glasshouse. Vernalisation date for wild species 1-3. sowing date 6-4. planting date 11-5. planting distance 30x30. 8 plants per acc.
664	39	CGN	2002	Fruit flesh browning and tasting bitterness of commercial ripe fruits
665	39	RUITER	2002	Fruit flesh browning and tasting bitterness of commercial ripe fruits
666	39	CGN	2003	Fruit flesh browning and tasting bitterness of commercial ripe fruits
667	39	CGN	2004	Fruit flesh browning and tasting bitterness of commercial ripe fruits
668	39	RZWAAN	2004	Fruit flesh browning and tasting bitterness of commercial ripe fruits in greenhouse Antalya, Turkey
669	37	CGN	2005	Regeneration of tomato, 7-14 plants/accession, substrate in greenhouse, sowing date:14-1-2005, planting date 18-2-2005
670	17	CGN	2000	Characterisation during multiplication in Wageningen on the field: De Goor, sowingdate: about 6 march; seedlings transplanted in peatpots, planting time between the end of April and the start of May, plant distance: 40 x 8 cm
671	17	CGN	2001	Characterisation during multiplication in Wageningen on the field: De Goor, sowing date: 16 March; seedlings transplanted in peatpots, planting date: 14 May; plant distance: 40 x 8 cm
672	17	CGN	2002	Characterisation during multiplication in Wageningen on the field: De Goor, sowing date: 6 March; seedlings transplanted in peatpots, planting date:between the end of April and the start of May, plant distance: 40 x 8 cm
673	17	CGN	2003	Characterisation during multiplication in Wageningen on the field: Nergena, sowing date: 14 February; seedlings transplanted in peatpots, plant distance: 40 x 8 cm
674	16	CGN	2002	Characterisation in Wageningen on the field: Nergena; sowing date: 7 April; seedlings transplanted in peatpots, plant distance: 50x20
675	17	EIDGEN	1996	Thrips resistance, fieldtest at Wadenswil in two replicate blocks, visual evaluation, researcher R. Theiler
676	17	CGN	2002	Characterisation of CGN accessions at Swifterband. to select genotypes for biological farming.sowingdate:22 March in trays.planting date 16-17 May. plant distance 40x10.soiltype:clay.short growingperiod resulting in small leaves and bulbs
677	17	SLUGRO	1996	Rust and Phythophthora resistance test on leek
678	17	CPRO	1998	EU GenRes CT95-20 fieldtest leek 1998, sowing March, planting June.Natural infection of Thrips, spreader plants for rust. Natural infection of 'white tip'. Median of 6 repl.of 5pl/repl. Scoring October and white tip Jan. 1999
679	17	CPRO	1997	EU GenRes CT95-20 fieldtest leek 1997, sowing March, planting June.Natural infection of Thrips, spreader plants for rust. Median of 6 repl.of 5pl/repl. Scoring October
680	2	CGN	2005	Multiplication and characterisation of spring barley, De Hoge Hoef 3, Wageningen. Sowing date: 6 April 2005
681	1	CGN	2005	Multiplication and characterisation of spring wheat, De Hoge Hoef 3, Wageningen. Sowing date: 6 April 2005
682	3	CGN	1999	SEO Core collection. Location: Hoge Born, Wageningen, sandy soil. Sowing date: 31 March 1999. Plots of 2.2 m2, sowing density 2000 seeds/m2. Scores are means of 5 replicates of 10 stems.
683	3	CGN	2000	SEO Core collection. Location: Hoge Born, Wageningen, sandy soil. Plots of 2.2 m2, sowing density 2000 seeds/m2. Scores are means of 5 replicates of 10 stems.
684	3	CGN	2001	SEO Core collection. Location: Hoge Born, Wageningen, sandy soil. Plots of 2.2 m2, sowing density 2000 seeds/m2. Scores are means of 5 replicates of 10 stems.
685	3	CGN	2001	SEO Core collection. Location: Grebbedijk, Wageningen, clay. Plots of 2.2 m2, sowing density 2000 seeds/m2. Scores are means of 5 replicates of 10 stems.
686	48	CGN	2006	Regeneration of melon, 5-12 plants/accession, substrate in greenhouse, sowing date:26-1-2006, planting date 28-2-2006, 53 accessions
687	37	BEJO	2006	Regeneration tomato, soil in greenhouse, 5 accessions, 10 plants/accession
688	37	ENZA	2006	Regeneration tomato, soil in greenhouse, wild species on substrate,  30 accessions, 7 plants/accession
689	37	NUNHEM	2006	Regeneration tomato, substrate in greenhouse, 27 accessions, 8-10  plants/accession
690	37	RZWAAN	2006	Regeneration tomato, substrate in greenhouse, sowingdate: November 2005 29 accessions, 7 plants/accession
691	37	RUITER	2006	Regeneration tomato, substrate in greenhouse, sowingdate: January 2006, 20 accessions, 7 plants/accession
692	37	WESTNL	2006	Regeneration tomato, substrate in greenhouse, sowingdate: July 2006, 20 accessions, 7 plants/accession
693	7	S&GSEE	1995	Screening for resistance to Fusarium oxysporum f.sp. conglutinans race 2, in radish. 7 days old plants dipped in spore susp. 10 million. sp/ml. 3 weeks at temp 24C. 10 plants /acc.
694	7	S&GSEE	1995	Screening for resistance to Alternaria brassicola in cole crops. 5 week old plants sprayed with spore susp. 100,000 sp./ml. Incubaton at temp 22C. and 100% RH, scoring after 5 days. 10 plants/acc.
695	7	VDHAVR	1999	Analysis of protein, oil and glucosinolate content by NIRS; scores removed which did not fit to VDH calibration line.
696	7	HRI	1996	Screening for resistance to P. parasitica, A. candida and B. brassicae. Screening methods described in Leckie et al. Acta.Hort. 407, ISHS 1996 p.95-100, EU AIR3-CT920463 project.
697	7	LISBOA	1996	Screening for resistance to P. parasitica and A. candida. Screening methods described in Leckie et al. Acta.Hort. 407, ISHS 1996 p.95-100, EU AIR3-CT920463 project.
698	7	CPRO	1994	Assessment of anthocyanin in hypocotyl  and cotyledons. Seeds were sown in rows at 18C. Scoring after 7 days on 40 - 80 plants per accession.
699	7	TAKNBS	1992	Screening for tolerance to Peronospora  parasitica in Japan; natural infection in field experiment
700	7	TAKNBS	1993	Screening for tolerance to Peronospora  parasitica in Japan; natural infection in field experiment
701	7	QUEDIZ	1997	Screening for resistance to a mixture of 10 German clubroot race populations; inoculation of 10 days old seedlings (40 plants/accession) with 1 million spores/ml; scoring after 6 weeks
702	3	SVP	1993	Glasshouse test. 5-8 week old seedlings (2-6 leaves) were inoculated with spores of Melampsora lini fysio 17
703	16	ARKANS	1996	Fieldtests with spreader rows of white rust, by University of Arkansas. Seeds requested by Daehnfeldt
704	16	DAEHNF	1996	Test on resistance to Fusarium oxysporum f.sp.spinaciae. Inoculum seedlings at cotyl stage (1 agar plate/liter substrate grown for 8 days:0,5 liter per 54 plants), at 27C, screening after one month.
705	16	DAEHNF	1998	Test on resistance to P.farinosa race 7 (formerly called race 5)
706	6	ENZA	1999	Screening for Bremia resistance
707	6	RZWAAN	1997	Screening for Bremia resistance
708	6	LEBED	1997	Seedling test with 5 B. lactucae isolates (4 German, 1 Dutch), 20 seedl./acc, scored 14-16 days after inoculation. J. Phytopathology 151, 274-282 (2003).
709	7	KANSAS	2003	Location: Prosper, North Dakota, USA; planting date 22 Aug 2002, elevation 722 ft, latitude 46.56'N
710	7	KANSAS	2003	Location: Minnesota, USA; planting date September 2002
711	7	HUAZH	2004	Sowing date Sept. 2003 at field station Huazhong Agricultural University, Wuhan, China; Y.Jiang et al, 2007. J. of Plantbreeding
712	7	NICZWA	2006	Location: Tuitjehorn, the Netherlands; characterization E. European and S.W. Asian white cabbage
713	6	PLANTM	2000	Screening (2000-2002) by 7 comp. associated with Plantum NL, stand. NAKT method, 30 pl. per race per acc., scoring % resist. plants, in general seperate scores by two diff. comp. per race, using the means when scores not too conflicting.
714	6	NUNHEM	2003	Screening with standard NAKT method, 30 pl. per race per accession,  scoring percentage resistant plants.
715	6	RZWAAN	2002	Screening of TSWV (Tomato Spotted Wilt Virus) by RijkZwaan using mechanical inoculation method (PRI-IPO) on 9 young plants per acc., scoring of symptoms after 1-2 weeks using a scale ranging from 0 (fully resistant) to 4 (susceptible).
716	41	PCS	2007	Sample of leaves from mostly 2 plants / accession in Wageningen
717	41	MPIKOL	1974	Chromosome count in root tip cells of mostly one plant, years 1959-1974
718	41	NRSP-6	2005	Chromosome count in root tip cells in different years
719	41	ERFLEE	2004	Chromosome count in root tip cells of one plant
566	3	WIERSU	2001	Multiplication in Dronten. Soil:clay, sowing date 13/04/01, plots 2 m2, 50 kg seeds/ha, row distance 8 cm
567	3	CEBELY	1999	Multiplication in Lelystad. Soil:heavy sea clay, sowing date 26/04/99, plots 1.75 x 1.1 m2, row distance in plots 9.1 cm
568	3	PROCOT	1999	Multiplication near St. Jansteen.Soil:clay,sowing date 03/05/99, plots 3 m2 or less, depending on available seedquantity, row distance 9 cm
569	3	VDBILT	1999	Multiplication in Hoek, Zeeuws Vlaanderen. Soil:seaclay. Sowing date 28 /04/99, plots 1.8 m2, rowdistance in plots 8 cm.
570	3	CEBELY	2000	Multiplication in Lelystad. Soil:heavy sea clay, sowing date 15/04/99, plots 1.75 x 1.1 m2, row distance in plots 9.1 cm
571	3	VDBILT	2000	Multiplication in Hoek, Zeeuws Vlaanderen. Soil:seaclay. Sowing date, plots 1.8 m2, rowdistance in plots 8 cm.
572	3	CEBELY	2000	Test for Fusarium  oxysporum f.sp.lini resistance in Lelystad. Scores are mean of 2 repeats, scored on 26/06/00 and 19/07/00
573	3	CEBELY	1999	Test for Fusarium  oxysporum f.sp.lini resistance in Lelystad. Scores are mean of 2 repeats, scored on 21/07/99
574	40	SVSHON	2001	multiplication cucumber, minimum 10 plants/acc
575	40	ENZA	2001	multiplication cucumber, minimum 10 plants/acc, sowing date: 11-06-2001
576	40	NICKZW	2001	multiplication cucumber, minimum 10 plants/acc, sowing date:17-05-2001, planting date:07-06-2001
577	40	NUNHEM	2001	multiplication cucumber, minimum 10 plants/acc,  planting date:14-03-2001
578	40	RZWAAN	2001	multiplication cucumber, minimum 10 plants/acc, sowing date:10-07-2001,  planting date:02-08-2001
579	40	RUITER	2001	multiplication cucumber, minimum 10 plants/acc
580	40	BEJO	2001	multiplication cucumber, minimum 10 plants/acc
581	38	CGN	2001	multiplication capsicum, minimum 7 plant/acc
582	38	ENZA	2001	multiplication capsicum, minimum 7 plant/acc
583	38	BEJO	2001	multiplication capsicum, minimum 7 plant/acc
584	38	NUNHEM	2001	multiplication capsicum, minimum 7 plant/acc
585	38	RZWAAN	2001	multiplication capsicum, minimum 7 plant/acc
586	38	RUITER	2001	multiplication capsicum, minimum 7 plant/acc
587	38	SYNENK	2001	multiplication capsicum, minimum 7 plant/acc
588	38	SVSHON	2001	multiplication capsicum, minimum 7 plant/acc
589	37	SYNGEN	2001	multiplication tomato Verkerk collection, 4 plants/acc
590	2	CGN	2001	Multiplication,characterisation  and evaluation spring barley, EU Barley project. Location: Hoge Hoef 3, Wageningen. Sandy soil. Sowing date 04/04/2001. Germination very late because of dry weather. Harvest date15/08/2001.
591	39	CGN	2001	multiplication eggplant on rockwool in greenhouse in Wageningen, 17-1-2002, planting date:8-3-2002, 7 plants per accession
592	39	CGN	2002	Regeneration of eggplant, 7 plants/accession, substrate system in greenhouse, sowingdate: 22-01-2002, planting date: 12-03-2002
593	39	RZWAAN	2002	Regeneration of eggplant in Turkey, 9 plants/accession, soil in greenhouse, sowing in January
594	39	RUITER	2002	Regeneration of eggplant, 8 plants/accession, substrate system in greenhouse, sowing in February
595	40	ENZA	2002	Regeneration of cucumber, 2-16 plants/accesion, soil in greenhouse, sowingdate: 8-6-2002
596	40	NICKZW	2002	Regeneration of cucumber, 3-10 plants/accesion, substrate system in greenhouse, sowingdate: 1-7-2002, planting date:30-7-2002, harvest:09-10-2002
597	40	NUNHEM	2002	Regeneration of cucumber, 1-10 plants/accesion, pots with substrate system in greenhouse, sowingdate: July, planting date:29-7-2002
598	40	RZWAAN	2002	Regeneration of cucumber, 7 plants/accesion, substrate system in greenhouse, sowingdate: 11-07-2002, planting date:08-01-2002
599	40	RUITER	2002	Regeneration of cucumber, 10 plants/accesion, substrate system in greenhouse, sowingdate:25-01-2002, harvest: May
600	38	CGN	2002	Regeneration of pepper, 7 plants/accesion, substrate system in greenhouse, sowingdate:14-01-2002, planting date: 14-03-2002
601	38	BEJO	2002	Regeneration of pepper, 7 plants/accesion, soil in greenhouse
602	38	ENZA	2002	Regeneration of pepper, 10 plants/accesion, soil in greenhouse, sowingdate:March 2002
603	38	NUNHEM	2002	Regeneration of pepper, 7-20 plants/accesion, pots in greenhouse, sowing date:January
604	38	RUITER	2002	Regeneration of pepper, 7 plants/accesion, substrate system in greenhouse, sowingdate:December 2001, harvest: May/June 2002
605	38	RZWAAN	2002	Regeneration of pepper, 7 plants/accesion, greenhouse, sowingdate:December 2001
606	38	SVSHON	2002	Regeneration of pepper, 10 plants/accesion, substrate system in greenhouse, sowingdate:April 2002, harvest: September 2002
607	38	ENZA	2003	Regeneration of pepper, 10 plants/accession, soil in greenhouse, sowingdate: March 2003
608	38	SVSHON	2003	Regeneration of pepper, 7-15 plants/accession, substrate system in greenhouse, sowingdate: April 2003, harvest: September 2003
609	38	RUITER	2003	Regeneration of pepper, 7 plants/accession, substrate system in greenhouse, sowingdate: 20-06-2003, harvest: November 2003
610	39	CGN	2003	Regeneration of eggplant, 7 plants/accession, substrate system in greenhouse, sowingdate: 22-01-2003, planting date: 14-03-2003
611	40	NUNHEM	2003	Regeneration of cucumber, 3-22 plants/accession, pots with substrate system in greenhouse, sowingdate: May, planting date: 04-6-2003
612	40	ENZA	2003	Regeneration of cucumber, 6-15 plants/accesion, soil in greenhouse
613	38	ENZA	2004	Multiplication of Capsicum cardenasii for user samples. Greenhouse, substrate system.
614	38	RUITER	2004	Regeneration of pepper, 10 plants/accession, substrate system in greenhouse, sowing: June 2004, harvest: October 2004
615	39	CGN	2004	Regeneration of eggplant, 1-10 plants/accession, substrate system in greenhouse, sowing date:16-01-2004, planting date:26-02-2004.
616	39	RZWAAN	2004	Characterisation of eggplant, 10 plants/accession, soil in greenhouse, Antalya, Turkey, sowing: spring 2004, characterisation: June 2004.
617	39	IPK	2003	Regeneration of eggplant at IPK in Germany, 1-10  plants/accession, greenhouse, sowing date: 11-02-2003.
618	4	IABGR	2003	Char. and eval. of pea: sown in Oct. 2002, harvested in Apr./May 2003. Fieldexp.(3340N, 07307E) on loamy clay soil with low water retention capacity. Three irrigations: before sowing, at start of flowering and at pod formation.
619	7	VRIJFY	2004	Brassica napus CdSO4 content in shoot and in root: first 7 days in normal hydroculture and then 10 days in 0.2 µmol CdSO4. See doctoral thesis Veerle Grispen Nov. 2009
620	7	ROSAUN	2001	Brassica rapa: Glucosinolate content of 9 different glucosinolates (µmol/100 g dry weight) in seedlings and mature plants, (RESGEN CT99 109-112)
621	7	HRI	2001	Brassica rapa: Screen for Albugo candida ,% of plants showing pathogen sporulation of 8-15 plants, (RESGEN CT99 109-112)
622	7	CORDEC	2001	Evaluation of Brassica carinata seed composition: protein, oil, acid detergent fiber, total glucosinolate and individual fatty acid; all analysed by Near Infrared Reflectance Spectroscopy (NIRS). (RESGEN CT99 109-112)
270	38	IVT	1987	Sowing date = January 16, Planting date = March 18, IVT Glasshouse no. II, heated, soil culture, 2 stems, 5 plants per field, collection no. 1022-1076, experimentist G.Pet, Standard = Bruinsma Wonder.
271	38	IVT	1988	Sowing date = January 18, Planting date = March 18, IVT Glasshouse no. II-2, heated, soil culture, 2 stems, 5 plants per field, collection no. 1077-1129, Experimentist G.Pet, Standard = Bruinsma Wonder.
272	38	IVT	1989	Sowing date = February 7, Planting date = March 3, IVT Glasshouse no. XII-II, heated, rockwool culture, 2 stems, 5 plants per field, collection 1131-12, Experimentist G.Pet, Standard = Bruinsma Wonder.
273	39	IVT	1988	Sowing date = April 6, Planting date = May 17, IVT Glasshouse no. XII-III, heated, rockwool culture, 2 stems, 5 plants per field, collection no. 274-345, Experimentist G.Pet, Standard = Claresse.
274	39	IVT	1990	Sowing date = January 12, Planting date = March 5, IVT Glasshouse no. XII-II, heated, rockwool culture, 2 stems, 5 plants per field, collection 351-434, Experimentist G.Pet, Standard = Claresse.
275	37	IVT	1986	Sowing date = November 25 1985, Planting date = December 6 1985, 100m2 climate room selektron, 19/14 deg.C. day/night, 8 hours light of 20 W/m2, 4 replicates, 4 harvest dates, 44-84 days after sowing, Exp. G.Pet, ref.Lindhout en Pet(1991).
276	37	IVT	1982	IVT Glassh. heated 23 deg. planted in steam ster.soil, 42 pl. per acc.,dipping roots of 3 w.old seedlings in susp. 2000 sp.per ml.,evaluation 4 weeks after inocul.,Experim.Boukema and Hofman,ref.Boukema,I.W.(1983). Euphytica 32,103-109.
277	39	NAAPTG	1990	1)BPMV,2)TMV,3)TOMV,4)PMMV, heated greenhouse, PTG.NL.,Inoc. with virus susp. at first true leaf 2cm. in diam.Plants growing in potting soil, 15 or 18 plants per box. Symptons were read 7 and 21 days after inocul.Res.A.Th.B.Rast.Ref.
278	39	IVT	1981	Dipping roots of seedlings,1 month after sowing in susp. of 3 eo6 sp/ml.(Capec Dox aerated culture, 10 days);15 plants per no;planting in trays in potting soil,heated greenh.,temp.25deg.C;evaluation 20 days after inocul.Res.I.W.Boukema.
279	37	IVT	1968	Seedlings at the four-leaf stage, stem base watered with suspension,heated greenhouse,temp.10-15 deg.C., Researcher:N.G.Hogenboom, Ref..
280	38	IVT	1984	Resistance genes (alleles) assigned to Capsicum accessions. Conclusions from a number of tests with different strains of TMV (tobamoviruses), heated greenhouse, Ref..
281	39	IVT	1981	Concl. of tests from 1979-81,9-20pl./accession.Roots of 4-5w. old seedlings dipped in spore  suspension (10/6 sp/ml.),planting in steam sterilized potting soil,heated greenh.,temp.20 deg.C..Eval.7weeks after inocul.Res.I.W.Boukema.
282	37	IVT	1989	Concl. from different tests with different races on lines and progenics of diallel crosses from 1974-89,heated greenh..Inocul. in the 4th leafstage spraying spore susp.Evaluation three w. after inocul. Res.I.W.Boukema,P.Lindhout.Ref.
283	37	IVT	1988	Sowing date=December 22 1987,Potting date=January 5 1988,137 accessions,9 blocks,1 plant/acc/block.heated greenhouse IVT-R7,22/17 deg.C.,day/night.Inocul. 3-4x10+4 spores/ml on Jan.19 and Feb.2.Final eval.March 17.Exp.G.Pet.Res.P.Lindhout.
284	37	IVT	1986	Sowing=Jan.28 1986,Potting=Feb.6,heated greenh.IVT 24/18 deg.C.day/night,3blocks,4plants/acc.,block.Inocul.March 4 with 10+7 bact./ml,10-2ml inject. in stem and on dissected top.Final eval.March27.Exp.C.C.Purimahua,Res.W.H.Lindhout.Ref.
285	37	IVT	1986	Sowing=Apr.4 1986,Potting=Apr.14,heated greenh.IVT 24/18 deg.C.day/night,3 blocks,4 plants/acc.,block.Inocul.May 6 with 10+7 bact/ml.,10-2ml.inject. in stem and on dissected top.Final eval.June 6.Exp.C.C.Purimahua.Res.W.H.Lindhout.Ref.
264	39	IVT	1981	Sowing date = February 13, Planting date = April 8, IVT glasshouse XII-XI, heated, soil culture, 5 plants per field, collection no. 181-209, experimentist = G. Pet, Standard = Claresse
252	38	IVT	1979	Sowing date = March 2, Planting date = April 18, IVT glasshouse VI, heated, soil culture, 2 stems, 4 plants per field, collection no. 544-566
286	16	CPRO	1992	Field trail, sowing date: 14-4-92, planting date: 13-5-92, plant distance: 50x20, 40 plants per object, location: de Goor.
287	7	CPRO	1992	Field trail cauliflower winter types, sowing date: 20-6-91, planting date: 8-8-91, plant distance: 75x60, 30 plants per object, location: de Goor.
288	6	CPRO	1992	Field trail. sowing date: 16/3/92. planting date: 22/4/92. plant distance: 35x35cm. 40 plants per object. location: de Goor. 24 reference varieties. 147 crisp. 8 butterhead. 4 cos. 1 stalk. 9 cutting lettuce.
